date,year,month,hr,weekday,workingday,season,weathersit,cnt,registered,casual,temp,hum,windspeed,holiday
2011-09-21,2011,Sept,22,Wednesday,1,Fall,Cloudy,127,112,15,25.419999999999998,94.0,0.0,Holiday
2011-09-21,2011,Sept,23,Wednesday,1,Fall,Clear,95,80,15,24.599999999999998,94.0,7.0015,Holiday
2011-09-22,2011,Sept,0,Thursday,1,Fall,Clear,41,30,11,24.599999999999998,94.0,7.0015,Holiday
2011-09-22,2011,Sept,1,Thursday,1,Fall,Cloudy,11,6,5,24.599999999999998,94.0,6.0032,Holiday
2011-09-22,2011,Sept,2,Thursday,1,Fall,Cloudy,10,8,2,24.599999999999998,94.0,7.0015,Holiday
2011-09-22,2011,Sept,3,Thursday,1,Fall,Cloudy,12,7,5,24.599999999999998,94.0,6.0032,Holiday
2011-09-22,2011,Sept,4,Thursday,1,Fall,Cloudy,2,2,0,24.599999999999998,94.0,6.0032,Holiday
2011-09-22,2011,Sept,5,Thursday,1,Fall,Cloudy,30,28,2,24.599999999999998,94.0,7.0015,Holiday
2011-09-22,2011,Sept,6,Thursday,1,Fall,Cloudy,101,94,7,24.599999999999998,100.0,8.9981,Holiday
2011-09-22,2011,Sept,7,Thursday,1,Fall,Cloudy,311,295,16,24.599999999999998,100.0,7.0015,Holiday
2011-09-22,2011,Sept,8,Thursday,1,Fall,Cloudy,415,389,26,24.599999999999998,100.0,11.0014,Holiday
2011-09-22,2011,Sept,9,Thursday,1,Fall,Cloudy,203,168,35,25.419999999999998,94.0,12.998000000000001,Holiday
2011-09-22,2011,Sept,10,Thursday,1,Fall,Cloudy,120,101,19,26.240000000000002,89.0,15.001299999999999,Holiday
2011-09-22,2011,Sept,11,Thursday,1,Fall,Cloudy,165,142,23,26.240000000000002,89.0,12.998000000000001,Holiday
2011-09-22,2011,Sept,12,Thursday,1,Fall,Cloudy,176,151,25,27.060000000000002,83.0,11.0014,Holiday
2011-09-22,2011,Sept,13,Thursday,1,Fall,Cloudy,193,155,38,27.060000000000002,83.0,12.998000000000001,Holiday
2011-09-22,2011,Sept,14,Thursday,1,Fall,Cloudy,183,142,41,27.060000000000002,83.0,15.001299999999999,Holiday
2011-09-22,2011,Sept,15,Thursday,1,Fall,Cloudy,181,149,32,27.880000000000003,79.0,11.0014,Holiday
2011-09-22,2011,Sept,16,Thursday,1,Fall,Cloudy,301,262,39,27.880000000000003,74.0,8.9981,Holiday
2011-09-22,2011,Sept,17,Thursday,1,Fall,Cloudy,563,513,50,27.060000000000002,78.0,6.0032,Holiday
2011-09-22,2011,Sept,18,Thursday,1,Fall,Cloudy,551,501,50,26.240000000000002,83.0,7.0015,Holiday
2011-09-22,2011,Sept,19,Thursday,1,Fall,Cloudy,420,388,32,26.240000000000002,89.0,6.0032,Holiday
2011-09-22,2011,Sept,20,Thursday,1,Fall,Cloudy,285,250,35,25.419999999999998,94.0,8.9981,Holiday
2011-09-22,2011,Sept,21,Thursday,1,Fall,Cloudy,221,194,27,26.240000000000002,89.0,6.0032,Holiday
2011-09-22,2011,Sept,22,Thursday,1,Fall,Cloudy,187,166,21,25.419999999999998,100.0,6.0032,Holiday
2011-09-22,2011,Sept,23,Thursday,1,Fall,Cloudy,113,99,14,25.419999999999998,94.0,0.0,Holiday
2011-09-23,2011,Sept,0,Friday,1,Winter,Cloudy,52,41,11,25.419999999999998,94.0,6.0032,Holiday
2011-09-23,2011,Sept,1,Friday,1,Winter,Cloudy,31,29,2,24.599999999999998,100.0,0.0,Holiday
2011-09-23,2011,Sept,2,Friday,1,Winter,Cloudy,20,14,6,24.599999999999998,100.0,7.0015,Holiday
2011-09-23,2011,Sept,3,Friday,1,Winter,Cloudy,8,5,3,24.599999999999998,100.0,0.0,Holiday
2011-09-23,2011,Sept,4,Friday,1,Winter,Light Snow/Rain,13,7,6,24.599999999999998,100.0,0.0,Holiday
2011-09-23,2011,Sept,5,Friday,1,Winter,Cloudy,22,20,2,25.419999999999998,94.0,0.0,Holiday
2011-09-23,2011,Sept,6,Friday,1,Winter,Cloudy,104,99,5,25.419999999999998,94.0,6.0032,Holiday
2011-09-23,2011,Sept,7,Friday,1,Winter,Light Snow/Rain,254,240,14,25.419999999999998,94.0,8.9981,Holiday
2011-09-23,2011,Sept,8,Friday,1,Winter,Light Snow/Rain,317,297,20,25.419999999999998,94.0,8.9981,Holiday
2011-09-23,2011,Sept,9,Friday,1,Winter,Light Snow/Rain,111,108,3,25.419999999999998,100.0,8.9981,Holiday
2011-09-23,2011,Sept,10,Friday,1,Winter,Light Snow/Rain,35,28,7,25.419999999999998,100.0,7.0015,Holiday
2011-09-23,2011,Sept,11,Friday,1,Winter,Light Snow/Rain,21,20,1,25.419999999999998,100.0,7.0015,Holiday
2011-09-23,2011,Sept,12,Friday,1,Winter,Light Snow/Rain,29,28,1,25.419999999999998,94.0,7.0015,Holiday
2011-09-23,2011,Sept,13,Friday,1,Winter,Light Snow/Rain,34,27,7,24.599999999999998,100.0,6.0032,Holiday
2011-09-23,2011,Sept,14,Friday,1,Winter,Light Snow/Rain,24,21,3,24.599999999999998,100.0,6.0032,Holiday
2011-09-23,2011,Sept,15,Friday,1,Winter,Light Snow/Rain,61,52,9,25.419999999999998,94.0,7.0015,Holiday
2011-09-23,2011,Sept,16,Friday,1,Winter,Light Snow/Rain,56,51,5,25.419999999999998,94.0,0.0,Holiday
2011-09-23,2011,Sept,17,Friday,1,Winter,Cloudy,99,86,13,24.599999999999998,100.0,0.0,Holiday
2011-09-23,2011,Sept,18,Friday,1,Winter,Clear,234,220,14,24.599999999999998,100.0,0.0,Holiday
2011-09-23,2011,Sept,19,Friday,1,Winter,Clear,248,232,16,25.419999999999998,94.0,8.9981,Holiday
2011-09-23,2011,Sept,20,Friday,1,Winter,Clear,179,158,21,24.599999999999998,94.0,0.0,Holiday
2011-09-23,2011,Sept,21,Friday,1,Winter,Clear,138,121,17,24.599999999999998,100.0,11.0014,Holiday
2011-09-23,2011,Sept,22,Friday,1,Winter,Clear,157,126,31,24.599999999999998,94.0,11.0014,Holiday
2011-09-23,2011,Sept,23,Friday,1,Winter,Cloudy,148,107,41,23.779999999999998,100.0,8.9981,Holiday
2011-09-24,2011,Sept,0,Saturday,0,Winter,Clear,93,86,7,23.779999999999998,100.0,6.0032,Holiday
2011-09-24,2011,Sept,1,Saturday,0,Winter,Cloudy,79,61,18,23.779999999999998,94.0,6.0032,Holiday
2011-09-24,2011,Sept,2,Saturday,0,Winter,Cloudy,68,54,14,23.779999999999998,94.0,6.0032,Holiday
2011-09-24,2011,Sept,3,Saturday,0,Winter,Clear,31,27,4,23.779999999999998,94.0,0.0,Holiday
2011-09-24,2011,Sept,4,Saturday,0,Winter,Clear,8,7,1,22.96,94.0,7.0015,Holiday
2011-09-24,2011,Sept,5,Saturday,0,Winter,Cloudy,5,3,2,22.96,94.0,7.0015,Holiday
2011-09-24,2011,Sept,6,Saturday,0,Winter,Cloudy,18,12,6,22.96,94.0,7.0015,Holiday
2011-09-24,2011,Sept,7,Saturday,0,Winter,Cloudy,46,34,12,22.96,88.0,7.0015,Holiday
2011-09-24,2011,Sept,8,Saturday,0,Winter,Cloudy,121,102,19,23.779999999999998,90.0,6.0032,Holiday
2011-09-24,2011,Sept,9,Saturday,0,Winter,Cloudy,175,134,41,24.599999999999998,88.0,6.0032,Holiday
2011-09-24,2011,Sept,10,Saturday,0,Winter,Cloudy,293,203,90,24.599999999999998,88.0,6.0032,Holiday
2011-09-24,2011,Sept,11,Saturday,0,Winter,Cloudy,386,268,118,25.419999999999998,83.0,6.0032,Holiday
2011-09-24,2011,Sept,12,Saturday,0,Winter,Cloudy,407,266,141,25.419999999999998,83.0,6.0032,Holiday
2011-09-24,2011,Sept,13,Saturday,0,Winter,Clear,460,290,170,26.240000000000002,78.0,0.0,Holiday
2011-09-24,2011,Sept,14,Saturday,0,Winter,Cloudy,390,226,164,27.060000000000002,74.0,8.9981,Holiday
2011-09-24,2011,Sept,15,Saturday,0,Winter,Cloudy,452,284,168,27.060000000000002,74.0,8.9981,Holiday
2011-09-24,2011,Sept,16,Saturday,0,Winter,Cloudy,449,282,167,26.240000000000002,78.0,6.0032,Holiday
2011-09-24,2011,Sept,17,Saturday,0,Winter,Clear,426,246,180,27.060000000000002,74.0,7.0015,Holiday
2011-09-24,2011,Sept,18,Saturday,0,Winter,Clear,400,243,157,26.240000000000002,78.0,7.0015,Holiday
2011-09-24,2011,Sept,19,Saturday,0,Winter,Clear,308,231,77,25.419999999999998,88.0,0.0,Holiday
2011-09-24,2011,Sept,20,Saturday,0,Winter,Clear,243,166,77,25.419999999999998,83.0,0.0,Holiday
2011-09-24,2011,Sept,21,Saturday,0,Winter,Clear,222,156,66,25.419999999999998,83.0,6.0032,Holiday
2011-09-24,2011,Sept,22,Saturday,0,Winter,Cloudy,193,143,50,25.419999999999998,88.0,0.0,Holiday
2011-09-24,2011,Sept,23,Saturday,0,Winter,Cloudy,150,123,27,24.599999999999998,88.0,6.0032,Holiday
2011-09-25,2011,Sept,0,Sunday,0,Winter,Cloudy,173,136,37,24.599999999999998,88.0,0.0,Holiday
2011-09-25,2011,Sept,1,Sunday,0,Winter,Cloudy,124,93,31,24.599999999999998,88.0,7.0015,Holiday
2011-09-25,2011,Sept,2,Sunday,0,Winter,Light Snow/Rain,106,79,27,24.599999999999998,94.0,0.0,Holiday
2011-09-25,2011,Sept,3,Sunday,0,Winter,Light Snow/Rain,59,39,20,24.599999999999998,94.0,0.0,Holiday
2011-09-25,2011,Sept,4,Sunday,0,Winter,Light Snow/Rain,8,5,3,24.599999999999998,94.0,8.9981,Holiday
2011-09-25,2011,Sept,5,Sunday,0,Winter,Clear,3,2,1,24.599999999999998,88.0,6.0032,Holiday
2011-09-25,2011,Sept,6,Sunday,0,Winter,Cloudy,17,13,4,24.599999999999998,88.0,7.0015,Holiday
2011-09-25,2011,Sept,7,Sunday,0,Winter,Cloudy,38,23,15,24.599999999999998,94.0,8.9981,Holiday
2011-09-25,2011,Sept,8,Sunday,0,Winter,Cloudy,86,59,27,25.419999999999998,88.0,0.0,Holiday
2011-09-25,2011,Sept,9,Sunday,0,Winter,Cloudy,155,100,55,26.240000000000002,83.0,0.0,Holiday
2011-09-25,2011,Sept,10,Sunday,0,Winter,Cloudy,275,190,85,26.240000000000002,83.0,0.0,Holiday
2011-09-25,2011,Sept,11,Sunday,0,Winter,Cloudy,361,230,131,27.060000000000002,78.0,8.9981,Holiday
2011-09-25,2011,Sept,12,Sunday,0,Winter,Cloudy,413,270,143,27.060000000000002,78.0,0.0,Holiday
2011-09-25,2011,Sept,13,Sunday,0,Winter,Cloudy,369,247,122,27.880000000000003,74.0,0.0,Holiday
2011-09-25,2011,Sept,14,Sunday,0,Winter,Cloudy,347,231,116,27.060000000000002,78.0,0.0,Holiday
2011-09-25,2011,Sept,15,Sunday,0,Winter,Cloudy,353,234,119,27.060000000000002,78.0,0.0,Holiday
2011-09-25,2011,Sept,16,Sunday,0,Winter,Clear,464,320,144,28.7,70.0,0.0,Holiday
2011-09-25,2011,Sept,17,Sunday,0,Winter,Clear,420,275,145,27.880000000000003,74.0,0.0,Holiday
2011-09-25,2011,Sept,18,Sunday,0,Winter,Clear,404,279,125,27.880000000000003,74.0,0.0,Holiday
2011-09-25,2011,Sept,19,Sunday,0,Winter,Clear,329,242,87,26.240000000000002,83.0,8.9981,Holiday
2011-09-25,2011,Sept,20,Sunday,0,Winter,Clear,186,135,51,26.240000000000002,83.0,6.0032,Holiday
2011-09-25,2011,Sept,21,Sunday,0,Winter,Clear,137,113,24,25.419999999999998,94.0,6.0032,Holiday
2011-09-25,2011,Sept,22,Sunday,0,Winter,Clear,104,84,20,25.419999999999998,88.0,6.0032,Holiday
2011-09-25,2011,Sept,23,Sunday,0,Winter,Cloudy,79,67,12,25.419999999999998,94.0,7.0015,Holiday
2011-09-26,2011,Sept,0,Monday,1,Winter,Cloudy,29,23,6,25.419999999999998,94.0,0.0,Holiday
2011-09-26,2011,Sept,1,Monday,1,Winter,Cloudy,17,14,3,25.419999999999998,88.0,7.0015,Holiday
2011-09-26,2011,Sept,2,Monday,1,Winter,Cloudy,8,4,4,25.419999999999998,88.0,7.0015,Holiday
2011-09-26,2011,Sept,3,Monday,1,Winter,Cloudy,5,5,0,25.419999999999998,94.0,0.0,Holiday
2011-09-26,2011,Sept,4,Monday,1,Winter,Cloudy,6,4,2,25.419999999999998,94.0,6.0032,Holiday
2011-09-26,2011,Sept,5,Monday,1,Winter,Cloudy,25,25,0,25.419999999999998,88.0,0.0,Holiday
2011-09-26,2011,Sept,6,Monday,1,Winter,Cloudy,113,107,6,25.419999999999998,94.0,6.0032,Holiday
2011-09-26,2011,Sept,7,Monday,1,Winter,Cloudy,332,315,17,25.419999999999998,94.0,0.0,Holiday
2011-09-26,2011,Sept,8,Monday,1,Winter,Cloudy,355,326,29,25.419999999999998,94.0,0.0,Holiday
2011-09-26,2011,Sept,9,Monday,1,Winter,Cloudy,205,161,44,26.240000000000002,89.0,12.998000000000001,Holiday
2011-09-26,2011,Sept,10,Monday,1,Winter,Cloudy,154,117,37,26.240000000000002,89.0,12.998000000000001,Holiday
2011-09-26,2011,Sept,11,Monday,1,Winter,Clear,159,116,43,27.880000000000003,79.0,15.001299999999999,Holiday
2011-09-26,2011,Sept,12,Monday,1,Winter,Cloudy,209,161,48,27.880000000000003,79.0,11.0014,Holiday
2011-09-26,2011,Sept,13,Monday,1,Winter,Cloudy,187,139,48,28.7,74.0,11.0014,Holiday
2011-09-26,2011,Sept,14,Monday,1,Winter,Clear,154,110,44,28.7,70.0,11.0014,Holiday
2011-09-26,2011,Sept,15,Monday,1,Winter,Clear,209,157,52,29.52,62.0,8.9981,Holiday
2011-09-26,2011,Sept,16,Monday,1,Winter,Clear,313,239,74,28.7,65.0,11.0014,Holiday
2011-09-26,2011,Sept,17,Monday,1,Winter,Clear,570,509,61,28.7,70.0,8.9981,Holiday
2011-09-26,2011,Sept,18,Monday,1,Winter,Clear,553,490,63,27.060000000000002,83.0,7.0015,Holiday
2011-09-26,2011,Sept,19,Monday,1,Winter,Clear,383,347,36,27.060000000000002,82.0,6.0032,Holiday
2011-09-26,2011,Sept,20,Monday,1,Winter,Clear,251,227,24,26.240000000000002,89.0,8.9981,Holiday
2011-09-26,2011,Sept,21,Monday,1,Winter,Clear,182,164,18,26.240000000000002,89.0,8.9981,Holiday
2011-09-26,2011,Sept,22,Monday,1,Winter,Clear,136,122,14,25.419999999999998,94.0,8.9981,Holiday
2011-09-26,2011,Sept,23,Monday,1,Winter,Clear,75,64,11,25.419999999999998,94.0,8.9981,Holiday
2011-09-27,2011,Sept,0,Tuesday,1,Winter,Clear,37,28,9,25.419999999999998,94.0,8.9981,Holiday
2011-09-27,2011,Sept,1,Tuesday,1,Winter,Clear,10,6,4,25.419999999999998,94.0,11.0014,Holiday
2011-09-27,2011,Sept,2,Tuesday,1,Winter,Clear,11,4,7,25.419999999999998,94.0,7.0015,Holiday
2011-09-27,2011,Sept,3,Tuesday,1,Winter,Cloudy,10,5,5,25.419999999999998,94.0,0.0,Holiday
2011-09-27,2011,Sept,4,Tuesday,1,Winter,Light Snow/Rain,8,3,5,25.419999999999998,94.0,6.0032,Holiday
2011-09-27,2011,Sept,5,Tuesday,1,Winter,Light Snow/Rain,24,24,0,25.419999999999998,94.0,6.0032,Holiday
2011-09-27,2011,Sept,6,Tuesday,1,Winter,Cloudy,124,116,8,25.419999999999998,94.0,7.0015,Holiday
2011-09-27,2011,Sept,7,Tuesday,1,Winter,Cloudy,249,234,15,25.419999999999998,94.0,7.0015,Holiday
2011-09-27,2011,Sept,8,Tuesday,1,Winter,Cloudy,427,400,27,26.240000000000002,89.0,7.0015,Holiday
2011-09-27,2011,Sept,9,Tuesday,1,Winter,Light Snow/Rain,193,173,20,26.240000000000002,89.0,12.998000000000001,Holiday
2011-09-27,2011,Sept,10,Tuesday,1,Winter,Light Snow/Rain,122,101,21,26.240000000000002,94.0,11.0014,Holiday
2011-09-27,2011,Sept,11,Tuesday,1,Winter,Cloudy,123,97,26,27.060000000000002,89.0,7.0015,Holiday
2011-09-27,2011,Sept,12,Tuesday,1,Winter,Cloudy,162,129,33,27.060000000000002,89.0,8.9981,Holiday
2011-09-27,2011,Sept,13,Tuesday,1,Winter,Cloudy,151,122,29,28.7,74.0,15.001299999999999,Holiday
2011-09-27,2011,Sept,14,Tuesday,1,Winter,Cloudy,152,123,29,27.880000000000003,79.0,7.0015,Holiday
2011-09-27,2011,Sept,15,Tuesday,1,Winter,Cloudy,205,170,35,27.880000000000003,83.0,6.0032,Holiday
2011-09-27,2011,Sept,16,Tuesday,1,Winter,Cloudy,258,225,33,27.060000000000002,83.0,12.998000000000001,Holiday
2011-09-27,2011,Sept,17,Tuesday,1,Winter,Cloudy,530,480,50,27.060000000000002,89.0,12.998000000000001,Holiday
2011-09-27,2011,Sept,18,Tuesday,1,Winter,Cloudy,356,325,31,26.240000000000002,89.0,15.001299999999999,Holiday
2011-09-27,2011,Sept,19,Tuesday,1,Winter,Cloudy,320,294,26,26.240000000000002,89.0,8.9981,Holiday
2011-09-27,2011,Sept,20,Tuesday,1,Winter,Clear,238,221,17,25.419999999999998,78.0,0.0,Holiday
2011-09-27,2011,Sept,21,Tuesday,1,Winter,Clear,196,179,17,24.599999999999998,83.0,0.0,Holiday
2011-09-27,2011,Sept,22,Tuesday,1,Winter,Clear,121,102,19,24.599999999999998,88.0,6.0032,Holiday
2011-09-27,2011,Sept,23,Tuesday,1,Winter,Clear,93,82,11,24.599999999999998,88.0,6.0032,Holiday
2011-09-28,2011,Sept,0,Wednesday,1,Winter,Clear,36,29,7,24.599999999999998,88.0,0.0,Holiday
2011-09-28,2011,Sept,1,Wednesday,1,Winter,Clear,14,13,1,24.599999999999998,88.0,0.0,Holiday
2011-09-28,2011,Sept,2,Wednesday,1,Winter,Clear,9,9,0,24.599999999999998,88.0,16.997899999999998,Holiday
2011-09-28,2011,Sept,3,Wednesday,1,Winter,Cloudy,3,3,0,24.599999999999998,94.0,6.0032,Holiday
2011-09-28,2011,Sept,4,Wednesday,1,Winter,Clear,4,3,1,24.599999999999998,88.0,0.0,Holiday
2011-09-28,2011,Sept,5,Wednesday,1,Winter,Cloudy,22,20,2,24.599999999999998,94.0,0.0,Holiday
2011-09-28,2011,Sept,6,Wednesday,1,Winter,Light Snow/Rain,114,111,3,24.599999999999998,94.0,11.0014,Holiday
2011-09-28,2011,Sept,7,Wednesday,1,Winter,Light Snow/Rain,185,177,8,24.599999999999998,94.0,11.0014,Holiday
2011-09-28,2011,Sept,8,Wednesday,1,Winter,Light Snow/Rain,287,270,17,25.419999999999998,94.0,15.001299999999999,Holiday
2011-09-28,2011,Sept,9,Wednesday,1,Winter,Light Snow/Rain,155,141,14,25.419999999999998,94.0,15.001299999999999,Holiday
2011-09-28,2011,Sept,10,Wednesday,1,Winter,Cloudy,129,109,20,25.419999999999998,94.0,0.0,Holiday
2011-09-28,2011,Sept,11,Wednesday,1,Winter,Cloudy,151,127,24,27.060000000000002,83.0,7.0015,Holiday
2011-09-28,2011,Sept,12,Wednesday,1,Winter,Cloudy,184,159,25,27.880000000000003,79.0,0.0,Holiday
2011-09-28,2011,Sept,13,Wednesday,1,Winter,Clear,162,138,24,28.7,74.0,16.997899999999998,Holiday
2011-09-28,2011,Sept,14,Wednesday,1,Winter,Clear,170,145,25,29.52,62.0,16.997899999999998,Holiday
2011-09-28,2011,Sept,15,Wednesday,1,Winter,Clear,181,146,35,28.7,70.0,8.9981,Holiday
2011-09-28,2011,Sept,16,Wednesday,1,Winter,Clear,280,241,39,28.7,70.0,12.998000000000001,Holiday
2011-09-28,2011,Sept,17,Wednesday,1,Winter,Clear,591,527,64,28.7,70.0,15.001299999999999,Holiday
2011-09-28,2011,Sept,18,Wednesday,1,Winter,Light Snow/Rain,524,459,65,27.060000000000002,83.0,16.997899999999998,Holiday
2011-09-28,2011,Sept,19,Wednesday,1,Winter,Light Snow/Rain,372,315,57,27.060000000000002,83.0,16.997899999999998,Holiday
2011-09-28,2011,Sept,20,Wednesday,1,Winter,Light Snow/Rain,102,91,11,24.599999999999998,83.0,19.999499999999998,Holiday
2011-09-28,2011,Sept,21,Wednesday,1,Winter,Light Snow/Rain,74,67,7,24.599999999999998,88.0,16.997899999999998,Holiday
2011-09-28,2011,Sept,22,Wednesday,1,Winter,Clear,87,68,19,24.599999999999998,88.0,6.0032,Holiday
2011-09-28,2011,Sept,23,Wednesday,1,Winter,Clear,71,59,12,24.599999999999998,94.0,8.9981,Holiday
2011-09-29,2011,Sept,0,Thursday,1,Winter,Clear,40,33,7,24.599999999999998,94.0,12.998000000000001,Holiday
2011-09-29,2011,Sept,1,Thursday,1,Winter,Cloudy,23,20,3,24.599999999999998,100.0,12.998000000000001,Holiday
2011-09-29,2011,Sept,2,Thursday,1,Winter,Cloudy,2,2,0,24.599999999999998,100.0,12.998000000000001,Holiday
2011-09-29,2011,Sept,3,Thursday,1,Winter,Cloudy,8,8,0,24.599999999999998,94.0,12.998000000000001,Holiday
2011-09-29,2011,Sept,4,Thursday,1,Winter,Cloudy,7,5,2,24.599999999999998,88.0,12.998000000000001,Holiday
2011-09-29,2011,Sept,5,Thursday,1,Winter,Cloudy,22,22,0,24.599999999999998,88.0,7.0015,Holiday
2011-09-29,2011,Sept,6,Thursday,1,Winter,Cloudy,111,106,5,24.599999999999998,88.0,6.0032,Holiday
2011-09-29,2011,Sept,7,Thursday,1,Winter,Clear,283,269,14,24.599999999999998,88.0,8.9981,Holiday
2011-09-29,2011,Sept,8,Thursday,1,Winter,Clear,431,402,29,24.599999999999998,83.0,0.0,Holiday
2011-09-29,2011,Sept,9,Thursday,1,Winter,Clear,225,198,27,25.419999999999998,78.0,16.997899999999998,Holiday
2011-09-29,2011,Sept,10,Thursday,1,Winter,Clear,127,103,24,26.240000000000002,65.0,12.998000000000001,Holiday
2011-09-29,2011,Sept,11,Thursday,1,Winter,Clear,158,122,36,25.419999999999998,61.0,12.998000000000001,Holiday
2011-09-29,2011,Sept,12,Thursday,1,Winter,Clear,195,157,38,27.060000000000002,61.0,11.0014,Holiday
2011-09-29,2011,Sept,13,Thursday,1,Winter,Clear,211,175,36,26.240000000000002,61.0,12.998000000000001,Holiday
2011-09-29,2011,Sept,14,Thursday,1,Winter,Clear,167,134,33,27.880000000000003,51.0,19.999499999999998,Holiday
2011-09-29,2011,Sept,15,Thursday,1,Winter,Clear,227,185,42,27.880000000000003,45.0,26.0027,Holiday
2011-09-29,2011,Sept,16,Thursday,1,Winter,Clear,291,227,64,27.880000000000003,41.0,23.9994,Holiday
2011-09-29,2011,Sept,17,Thursday,1,Winter,Clear,589,527,62,27.060000000000002,47.0,19.999499999999998,Holiday
2011-09-29,2011,Sept,18,Thursday,1,Winter,Clear,584,500,84,26.240000000000002,41.0,15.001299999999999,Holiday
2011-09-29,2011,Sept,19,Thursday,1,Winter,Clear,384,348,36,25.419999999999998,50.0,6.0032,Holiday
2011-09-29,2011,Sept,20,Thursday,1,Winter,Clear,273,234,39,24.599999999999998,53.0,6.0032,Holiday
2011-09-29,2011,Sept,21,Thursday,1,Winter,Clear,225,195,30,23.779999999999998,56.00000000000001,0.0,Holiday
2011-09-29,2011,Sept,22,Thursday,1,Winter,Clear,175,150,25,22.96,68.0,0.0,Holiday
2011-09-29,2011,Sept,23,Thursday,1,Winter,Clear,81,64,17,21.32,77.0,7.0015,Holiday
2011-09-30,2011,Sept,0,Friday,1,Winter,Clear,60,53,7,21.32,83.0,7.0015,Holiday
2011-09-30,2011,Sept,1,Friday,1,Winter,Clear,23,18,5,21.32,77.0,6.0032,Holiday
2011-09-30,2011,Sept,2,Friday,1,Winter,Clear,15,9,6,21.32,83.0,7.0015,Holiday
2011-09-30,2011,Sept,3,Friday,1,Winter,Clear,3,3,0,21.32,83.0,7.0015,Holiday
2011-09-30,2011,Sept,4,Friday,1,Winter,Clear,8,6,2,21.32,83.0,12.998000000000001,Holiday
2011-09-30,2011,Sept,5,Friday,1,Winter,Clear,26,23,3,21.32,83.0,12.998000000000001,Holiday
2011-09-30,2011,Sept,6,Friday,1,Winter,Clear,98,98,0,21.32,83.0,15.001299999999999,Holiday
2011-09-30,2011,Sept,7,Friday,1,Winter,Clear,297,283,14,21.32,83.0,15.001299999999999,Holiday
2011-09-30,2011,Sept,8,Friday,1,Winter,Clear,456,425,31,22.14,77.0,8.9981,Holiday
2011-09-30,2011,Sept,9,Friday,1,Winter,Clear,237,214,23,22.96,73.0,12.998000000000001,Holiday
2011-09-30,2011,Sept,10,Friday,1,Winter,Clear,168,122,46,24.599999999999998,64.0,0.0,Holiday
2011-09-30,2011,Sept,11,Friday,1,Winter,Clear,217,168,49,26.240000000000002,56.99999999999999,6.0032,Holiday
2011-09-30,2011,Sept,12,Friday,1,Winter,Cloudy,254,195,59,26.240000000000002,56.99999999999999,12.998000000000001,Holiday
2011-09-30,2011,Sept,13,Friday,1,Winter,Cloudy,266,194,72,27.060000000000002,47.0,22.0028,Holiday
2011-09-30,2011,Sept,14,Friday,1,Winter,Cloudy,266,173,93,26.240000000000002,47.0,19.999499999999998,Holiday
2011-09-30,2011,Sept,15,Friday,1,Winter,Clear,245,193,52,26.240000000000002,50.0,19.0012,Holiday
2011-09-30,2011,Sept,16,Friday,1,Winter,Clear,360,298,62,25.419999999999998,53.0,15.001299999999999,Holiday
2011-09-30,2011,Sept,17,Friday,1,Winter,Clear,591,497,94,25.419999999999998,53.0,12.998000000000001,Holiday
2011-09-30,2011,Sept,18,Friday,1,Winter,Clear,511,449,62,23.779999999999998,49.0,23.9994,Holiday
2011-09-30,2011,Sept,19,Friday,1,Winter,Clear,374,332,42,22.14,52.0,19.0012,Holiday
2011-09-30,2011,Sept,20,Friday,1,Winter,Clear,230,202,28,22.14,52.0,19.0012,Holiday
2011-09-30,2011,Sept,21,Friday,1,Winter,Clear,206,179,27,21.32,55.00000000000001,12.998000000000001,Holiday
2011-09-30,2011,Sept,22,Friday,1,Winter,Clear,159,129,30,21.32,55.00000000000001,22.0028,Holiday
2011-09-30,2011,Sept,23,Friday,1,Winter,Clear,132,109,23,21.32,55.00000000000001,22.0028,Holiday
2011-10-01,2011,Oct,0,Saturday,0,Winter,Clear,130,106,24,20.5,63.0,26.0027,Holiday
2011-10-01,2011,Oct,1,Saturday,0,Winter,Clear,58,47,11,19.68,67.0,22.0028,Holiday
2011-10-01,2011,Oct,2,Saturday,0,Winter,Clear,67,46,21,18.86,63.0,27.999299999999998,Holiday
2011-10-01,2011,Oct,3,Saturday,0,Winter,Clear,25,17,8,18.86,59.0,27.999299999999998,Holiday
2011-10-01,2011,Oct,4,Saturday,0,Winter,Clear,8,6,2,18.04,57.99999999999999,27.999299999999998,Holiday
2011-10-01,2011,Oct,5,Saturday,0,Winter,Cloudy,5,4,1,18.04,62.0,19.999499999999998,Holiday
2011-10-01,2011,Oct,6,Saturday,0,Winter,Clear,19,15,4,17.22,67.0,22.0028,Holiday
2011-10-01,2011,Oct,7,Saturday,0,Winter,Light Snow/Rain,36,30,6,17.22,67.0,16.997899999999998,Holiday
2011-10-01,2011,Oct,8,Saturday,0,Winter,Cloudy,67,58,9,16.400000000000002,76.0,22.0028,Holiday
2011-10-01,2011,Oct,9,Saturday,0,Winter,Light Snow/Rain,129,112,17,16.400000000000002,82.0,23.9994,Holiday
2011-10-01,2011,Oct,10,Saturday,0,Winter,Light Snow/Rain,121,100,21,16.400000000000002,76.0,23.9994,Holiday
2011-10-01,2011,Oct,11,Saturday,0,Winter,Light Snow/Rain,132,102,30,15.58,82.0,22.0028,Holiday
